CAND_ID,CAND_NAME,CAND_ICI,CAND_PTY_AFFILIATION,TTL_DISB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT
H4GA02078,VIVIAN LOUISE CHILDS,C,REP,21127.86,GA,2
H0GA03074,VALBRUN DR. ALMONORD,C,DEM,54967.14,GA,3
H0GA13032,MICHAEL ROBERT CRANE,O,REP,0.0,GA,3
H2GA03179,JARED CRAIG,C,REP,41657.58,GA,3
H6GA03113,ANDERSON DREW IV FERGUSON,I,REP,3346819.27,GA,3
H6GA04129,HENRY C. 'HANK' JOHNSON,I,DEM,686071.88,GA,4
H2GA04193,SURREA MRS. IVY,C,REP,0.0,GA,4
H0GA05301,NIKEMA NATASSHA WILLIAMS,I,DEM,1339884.36,GA,5
H2GA05174,VALENCIA STOVALL,C,DEM,7322.42,GA,5
H2GA05182,CHARLOTTE MACBAGITO,C,DEM,8220.0,GA,5
H6GA05217,JOHN R LEWIS,I,DEM,2783425.5,GA,5
H2GA05166,CHRISTIAN GERARD ZIMM,C,REP,24556.62,GA,5
H2GA06214,WAYNE C WHITE,C,DEM,5673.96,GA,6
H2GA06222,ROBERT FRANKLIN MR. III CHRISTIAN,C,DEM,319048.18,GA,6
H2GA10133,KIMBERLY ANN CLARK REUTER,C,DEM,4227.06,GA,6
H8GA06369,BOBBY KAPLE,C,DEM,0.0,GA,6
H8GA06401,STEVEN KNIGHT GRIFFIN,C,DEM,0.0,GA,6
H0GA06200,BLAKE HARBIN,C,REP,331826.35,GA,6
H0GA06226,PAULETTE MISS SMITH,C,REP,2138.89,GA,6
H0GA07273,RICHARD DEAN DR. MCCORMICK,C,REP,4561741.32,GA,6
H2GA06123,HAROLD EARLS,C,REP,488639.39,GA,6
H2GA06156,MARY MALLORY STAPLES,C,REP,807367.67,GA,6
H2GA06164,JAKE EVANS,C,REP,1992683.62,GA,6
H2GA06172,MEAGAN MYERS HANSON,C,REP,525478.29,GA,6
H2GA06180,SUSAN VOYLES,C,REP,137162.46,GA,6
H2GA06198,BYRON GATEWOOD,C,REP,106651.0,GA,6
H4GA12051,EUGENE YU,C,REP,51063.65,GA,6
H8GA06252,BOB GRAY,O,REP,68.21,GA,6
H0GA07323,ZAHRA S. KARINSHAK,O,DEM,62192.29,GA,7
H2GA07147,DONNA THERESA MS. MCLEOD,C,DEM,67604.0,GA,7
H8GA06393,LUCIA KAY MS. MCBATH,I,DEM,5002336.18,GA,7
H8GA07201,CAROLYN BOURDEAUX,I,DEM,3375738.56,GA,7
H0GA07232,MARK GONSALVES,C,REP,564475.64,GA,7
H0GA07307,LISA NOEL DR. BABBAGE,C,REP,3196.0,GA,7
H2GA06149,ELFREDA DESVIGNES,C,REP,11877.43,GA,7
H2GA07121,MICHAEL CORBIN,C,REP,17142.58,GA,7
H2GA07139,YAHANSEH YG NYGHTSTORM GEORGE,C,REP,64650.91,GA,7
H2GA07162,LISA MCCOY,C,REP,10283.73,GA,7
H2GA10232,MARY WEST,O,REP,82610.92,GA,7
H2GA08095,DARRIUS MAURICE BUTLER,C,DEM,24160.05,GA,8
H0GA08099,JAMES AUSTIN SCOTT,I,REP,767855.97,GA,8
H8GA08118,JAMES L III COOPER,C,GRE,848.84,GA,8
H2GA08079,MARK MOSLEY,C,LIB,123.16,GA,8
H2GA09234,MICHAEL C. MR. FORD,C,DEM,38718.49,GA,9
H8GA09058,JOSHUA BRAXTON MCCALL,C,DEM,192.0,GA,9
H0GA09246,ANDREW CLYDE,I,REP,803250.88,GA,9
H0GA10228,CHRISTOPHER U MD CATES,C,REP,0.0,GA,9
H2GA09226,BENJAMIN ODUM SOUTHER,C,REP,97571.7,GA,9
H2GA09242,JON GREGORY HOWARD,C,REP,7456.27,GA,9
H2GA10208,PHYLLIS D HATCHER,O,DEM,35361.62,GA,10
H2GA10273,JESSICA ALLISON FORE,O,DEM,13112.3,GA,10
H8GA10197,TABITHA JOHNSON-GREEN,C,DEM,48652.44,GA,10
H0GA07125,JODY HICE,I,REP,274132.42,GA,10
H2GA10117,STEPHEN K MR. SIMPSON,O,REP,0.0,GA,10
H2GA10158,MARC MCMAIN,O,REP,667444.2,GA,10
H2GA10166,TIMOTHY BARR,O,REP,662923.31,GA,10
H2GA10174,ANDREW ALVEY,O,REP,2173.74,GA,10
H2GA10182,DAVID CURRY,O,REP,709674.0,GA,10
H2GA10216,ALAN SIMS,O,REP,703865.17,GA,10
H2GA10224,MITCHELL SWAN,O,REP,301988.0,GA,10
H2GA10240,PATRICK J WITT,O,REP,553643.1,GA,10
H2GA10257,MATT RICHARDS,O,REP,326790.94,GA,10
H2GA10281,VERNON JONES,O,REP,532489.09,GA,10
H4GA10071,MICHAEL A JR COLLINS,O,REP,1270786.22,GA,10
H6GA09243,PAUL BROUN,C,REP,534681.58,GA,10
H0GA11036,DANA BARRETT,C,DEM,9648.32,GA,11
H2GA11230,ANTONIO MIGUEL DAZA-FERNANDEZ,C,DEM,102104.07,GA,11
H4GA11061,BARRY LOUDERMILK,I,REP,898241.73,GA,11
H2GA11248,ANGELA GRACE DAVIS,C,IND,738.17,GA,11
H0GA12059,ELIZABETH JOHNSON,C,DEM,193938.25,GA,12
H2GA12113,DANIEL WRIGHT MCLEOD,C,REP,60.0,GA,12
H2GA12121,RICHARD W ALLEN,I,REP,778377.83,GA,12
H2GA13012,DAVID ALBERT SCOTT,I,DEM,1833004.1,GA,13
H2GA13087,MARK BAKER,C,DEM,118944.24,GA,13
H2GA13103,VINCENT FORT,C,DEM,67197.71,GA,13
H2GA14044,MARCUS FLOWERS,C,DEM,16349414.34,GA,13
H0GA13149,CAESAR GONZALES,C,REP,18511.88,GA,13
H2GA13079,CALINA PLOTKY,C,REP,17246.66,GA,13
H2GA13137,DOMINIKA HAWKINS,C,REP,5520.0,GA,13
H8GA13027,MARTIN LINDSEY MR. III COWEN,C,LIB,2868.83,GA,13
H2GA14036,LATEEFAH B. CONNER,C,DEM,98223.59,GA,14
H2GA14051,HOLLY MCCORMACK,C,DEM,1874401.17,GA,14
H2GA14077,WENDY DAVIS,C,DEM,524060.17,GA,14
H0GA06192,MARJORIE TAYLOR MRS. GREENE,I,REP,11001460.9,GA,14
H0GA14048,JOHN DR. COWAN,O,REP,11767.72,GA,14
H0GA14089,JOHN D BARGE,O,REP,0.0,GA,14
H0GA14113,MATTHEW LAUGHRIDGE,O,REP,20.0,GA,14
H2GA14069,MARK DANIEL CLAY,C,REP,6000.0,GA,14
H2GA14093,JENNIFER STRAHAN,C,REP,413088.16,GA,14
H2GA14101,CHARLES DAVID DOCTOR LUTIN,C,REP,26717.28,GA,14
H2GA14119,ERIC B CUNNINGHAM,C,REP,2261.94,GA,14
H2GA14135,WALTER JAMES HAYGOOD,C,REP,14484.35,GA,14
H2GA14143,SETH SYNSTELIEN,C,REP,11265.12,GA,14
H2GA14085,ANGELA PENCE,C,LIB,4410.58,GA,14
H2GU01049,TELENA C. NELSON,C,DEM,18748.84,GU,0
H2GU01056,JUDITH T WON PAT,C,DEM,88547.3,GU,0
H8GU01020,MICHAEL F.Q. MR. SAN NICOLAS,I,DEM,19778.48,GU,0
H2GU01031,JAMES C. MOYLAN,C,REP,109641.16,GU,0
H2HI01112,SERGIO JOSEPHUS MR. III ALCUBILLA,C,DEM,101128.64,HI,1
H2HI02128,EDWARD CASE,I,DEM,667444.59,HI,1
H4HI01134,KYLE MARK TAKAI,I,DEM,1500.0,HI,1
H0HI01298,RON CURTIS,C,REP,0.0,HI,1
H2HI02557,CONRAD KRESS,C,REP,82409.58,HI,1
H8HI00012,CAMPBELL CAVASSO,O,REP,0.0,HI,1
H0HI01058,MATTHEW MATSUNAGA,C,DEM,0.0,HI,2
H0HI02155,KAIALI'I KAHELE,I,DEM,709995.45,HI,2
H2HI02508,TULSI GABBARD,I,DEM,11775.76,HI,2
H2HI02573,TOMMY WATERS,O,DEM,10783.19,HI,2
H2HI02581,JILL NAOMI TOKUDA,O,DEM,841651.22,HI,2
H2HI02599,PATRICK PIHANA BRANCO,O,DEM,185979.32,HI,2
H2HI02623,NICOLE GI,C,DEM,8785.45,HI,2
H6HI01113,MULIUFI F 'MUFI' HANNEMANN,O,DEM,17361.41,HI,2
H0HI02213,JOSEPH AKANA,C,REP,70545.33,HI,2
H2HI02607,JOSEPH E. WEBSTER,O,REP,62472.86,HI,2
H2IA02111,CHRISTINA BOHANNAN,C,DEM,3168097.69,IA,1
H8IA01094,ABBY FINKENAUER,I,DEM,51254.65,IA,1
H2IA01055,RODNEY BLUM,I,REP,0.0,IA,1
H2IA01097,KYLE KUEHL,C,REP,19964.0,IA,1
H8IA02043,MARIANNETTE JANE MILLER-MEEKS,I,REP,5035997.48,IA,1
H0IA02156,RITA HART,O,DEM,293751.16,IA,2
H2IA01089,ELIZABETH MATHIS,C,DEM,4209079.33,IA,2
H2IA02129,JOSEPH KERNER,C,DEM,4760.95,IA,2
H0IA01174,ASHLEY HINSON ARENHOLZ,I,REP,7240153.62,IA,2
H6IA02161,CHRISTOPHER PETERS,C,REP,0.0,IA,2
H8IA03124,CINDY AXNE,I,DEM,7246582.43,IA,3
H0IA03139,BRAD ZAUN,O,REP,0.0,IA,3
H2IA03093,MARY ANN HANUSA,C,REP,118409.44,IA,3
H2IA03101,NICOLE HASSO,C,REP,630993.63,IA,3
H2IA03119,ZACH NUNN,C,REP,2532398.21,IA,3
H4IA03115,DAVID YOUNG,C,REP,27540.55,IA,3
H8IA03082,KIM SCHMETT,C,REP,0.0,IA,3
S4IA00103,DAVID YOUNG,O,REP,26316.78,IA,3
H2IA04141,RYAN MICHAEL APPLETON MELTON,C,DEM,48926.39,IA,4
H0IA04129,BRET A DR. RICHARDS,C,REP,8.56,IA,4
H0IA04145,RANDALL FEENSTRA,I,REP,1874427.58,IA,4
H2IA05072,STEVE MR. KING,I,REP,76669.66,IA,4
H2ID01192,KAYLEE JADE PETERSON,C,DEM,67139.54,ID,1
H6ID01177,WILLIAM T. SALI,C,REP,0.0,ID,1
H8ID01124,RUSSELL FULCHER,I,REP,470475.85,ID,1
H8ID01132,MICHAEL SNYDER,O,REP,0.0,ID,1
H8ID01140,LUCAS TODD MALEK,O,REP,1200.0,ID,1
H2ID02216,WENDY ANN NORMAN,C,DEM,11626.22,ID,2
H8ID02148,CARLTON AARON SWISHER,C,DEM,7850.57,ID,2
H4ID02063,BRYAN SMITH,C,REP,884019.94,ID,2
H8ID02064,MICHAEL SIMPSON,I,REP,1661520.3,ID,2
H0IL01210,AMEENA MATTHEWS,O,DEM,33852.71,IL,1
H2IL01042,BOBBY LEE RUSH,I,DEM,333121.27,IL,1
H2IL01208,JAHMAL COLE,O,DEM,156064.48,IL,1
H2IL01216,KIRBY JEROME BIRGANS- MR. TAYLOR,O,DEM,16601.31,IL,1
H2IL01224,MICHAEL ANTHONY THOMPSON,O,DEM,35210.03,IL,1
H2IL01232,CHRISTOPHER BUTLER,O,DEM,148501.2,IL,1
H2IL01265,CASSANDRA ATTORNEY GOODRUM,O,DEM,25942.68,IL,1
H2IL01273,STEPHANY ROSE SPAULDING,O,DEM,116875.06,IL,1
H2IL01281,PATRICIA R DOWELL,O,DEM,562036.62,IL,1
H2IL01315,JACQUELINE COLLINS,O,DEM,251614.33,IL,1
H2IL01331,JONATHAN SWAIN,O,DEM,570734.88,IL,1
H2IL01349,JONATHAN JACKSON,O,DEM,792115.44,IL,1
H2IL01364,KARIN M NORINGTON-REAVES,O,DEM,548413.84,IL,1
H2IL01372,CHARISE A WILLIAMS,O,DEM,158349.89,IL,1
H2IL01380,NYKEA PIPPION MCGRIFF,O,DEM,113273.83,IL,1
H2IL01414,TERRE LAYNG ROSNER,O,DEM,16606.13,IL,1
H0IL01194,PHILANISE WHITE,O,REP,4180.81,IL,1
H2IL01323,ERIC JOSEPH MR. CARLSON,O,REP,5250.33,IL,1
H2IL02172,ROBIN KELLY,I,DEM,1313357.52,IL,2
H2IL02198,ASHLEY RAMOS,C,REP,4403.0,IL,2
H0IL03091,ABRAHAM THOMAS MATTHEW,C,DEM,5929.74,IL,3
H2IL03154,GILBERT VILLEGAS,C,DEM,1128995.99,IL,3
H2IL03162,DELIA RAMIREZ,C,DEM,871494.95,IL,3
H2IL03170,IYMEN CHEHADE,C,DEM,156601.82,IL,3
H2IL03188,JUAN ENRIQUE AGUIRRE,C,DEM,10752.05,IL,3
H4IL03077,DANIEL WILLIAM WILLIAM LIPINSKI,I,DEM,79406.01,IL,3
H2IL06082,JUSTIN BURAU,C,REP,25999.79,IL,3
H8IL04134,JESUS GARCIA,I,DEM,1040691.1,IL,4
H2IL04178,EDWARD HERSHEY,C,OTH,1041.0,IL,4
H0IL05096,MIKE QUIGLEY,I,DEM,890515.2,IL,5
H2IL05191,RALEIGH BOWMAN,C,DEM,6297.67,IL,5
H2IL05209,KHAI-HOAN DAC HUYNH,C,DEM,74537.38,IL,5
H8IL05131,STEVE J SCHWARTZBERG,C,DEM,0.0,IL,5
H2IL05217,MALGORZATA MCGONIGAL,C,REP,20018.82,IL,5
H2IL06058,LESLIE ANNE COOLIDGE,C,DEM,0.0,IL,6
H8IL03102,MARIE NEWMAN,I,DEM,1690798.2,IL,6
H8IL06139,SEAN CASTEN,I,DEM,5869181.71,IL,6
H2IL03147,ROBERT 'ROB' CRUZ,C,REP,162526.76,IL,6
H2IL06090,NIKI CONFORTI,C,REP,75509.18,IL,6
H2IL06116,KEITH PEKAU,C,REP,1511416.37,IL,6
H2IL06124,GARY GRASSO,C,REP,632673.13,IL,6
H2IL06132,SCOTT RICHARD KASPAR,C,REP,268040.01,IL,6
H0IL07175,KRISTINE SCHANBACHER,C,DEM,3025.5,IL,7
H4IL07037,DANNY K. MR. DAVIS,I,DEM,704981.05,IL,7
H2IL08146,JUNAID AHMED,C,DEM,1578607.28,IL,8
H2IL08153,MOHAMMED FAHEEM,C,DEM,10284.39,IL,8
H6IL08147,S. RAJA KRISHNAMOORTHI,I,DEM,5739545.67,IL,8
H2IL08161,PETER KOPSAFTIS,C,REP,91015.0,IL,8
H2IL08187,CHRISTOPHER BRYANT DARGIS,C,REP,542959.18,IL,8
H2IL08195,PHILLIP OWEN WOOD,C,REP,41636.18,IL,8
H2IL08203,CHAD KOPPIE,C,REP,5542.0,IL,8
H8IL08044,DAVID MCSWEENEY,C,REP,20.0,IL,8
H2IL09144,ANDREW T. HELDUT,C,DEM,0.0,IL,9
H8IL09067,JANICE D SCHAKOWSKY,I,DEM,1411358.08,IL,9
H8IL09174,MAXWELL RICE,C,REP,5840.0,IL,9
H8IL09190,SARGIS SANGARI,C,REP,0.0,IL,9
H0IL10328,MILTON J SUMPTION,O,DEM,0.0,IL,10
H2IL10068,BRADLEY S. SCHNEIDER,I,DEM,5561749.27,IL,10
H6IL10135,NANCY RODKIN ROTERING,C,DEM,0.0,IL,10
H0IL10302,ROBERT JAMES JR DOLD,I,REP,7500.0,IL,10
H0IL10393,JOSEPH SEVERINO,C,REP,21919.63,IL,10
H8IL10115,DOUGLAS R 1963 BENNETT,C,REP,2945.67,IL,10
H8IL14067,G. WILLIAM (BILL) FOSTER,I,DEM,6263262.16,IL,11
H0IL11128,KRISHNA K BANSAL,C,REP,1339.9,IL,11
H2IL11157,CASSANDRA TANNER MILLER,C,REP,1310.32,IL,11
H2IL11181,GRACE KELLY MS. GREEN,C,REP,2001.0,IL,11
H2IL11207,MARK JOSEPH CARROLL,C,REP,47407.79,IL,11
H2IL11264,SUSAN HATHAWAY-ALTMAN,C,REP,501.36,IL,11
H2IL16107,CATALINA LAUF,O,REP,2723320.66,IL,11
H4IL11229,CRAIG ROBBINS,C,REP,350.0,IL,11
H6IL11117,TONIA KHOURI,C,REP,1830.0,IL,11
H2IL12197,HOMER CHIP MR. MARKEL,C,DEM,62598.57,IL,12
H8IL21021,JERRY F COSTELLO,C,DEM,167164.1,IL,12
H4IL12060,MICHAEL BOST,I,REP,1688009.56,IL,12
H2IL13146,DAVID PALMER,C,DEM,212508.44,IL,13
H2IL13153,NIKKI BUDZINSKI,C,DEM,3891764.35,IL,13
H8IL13150,BETSY DIRKSEN LONDRIGAN,C,DEM,60593.95,IL,13
H2IL13161,JESSE REISING,C,REP,546738.03,IL,13
H2IL13179,REGAN DEERING,C,REP,2092016.01,IL,13
H2IL13195,MATT HAUSMAN,C,REP,106145.86,IL,13
H2IL13203,TERRY MARTIN,C,REP,7845.0,IL,13
H8IL14174,LAUREN UNDERWOOD,I,DEM,6640024.95,IL,14
H0IL14189,SUE REZIN,C,REP,9022.78,IL,14
H2IL14094,MICHAEL KOOLIDGE,C,REP,209427.87,IL,14
H2IL14102,SCOTT GRYDER,C,REP,645059.05,IL,14
H2IL14110,SUSAN STARRETT,C,REP,15347.0,IL,14
H2IL14136,JAIME MLTON,C,REP,5197.49,IL,14
H2IL16081,JACK MR II LOMBARDI,O,REP,187919.29,IL,14
H8IL14083,JIM OBERWEIS,C,REP,91626.69,IL,14
H8IL16153,JAMES THOMAS MARTER,C,REP,140046.27,IL,14
H2IL14128,BARRY WILSON,C,IND,6066.14,IL,14
H0IL15194,ERIKA C WEAVER,O,DEM,729.61,IL,15
H2IL15109,PAUL LANGE,C,DEM,46211.8,IL,15
H0IL15129,MARY MILLER,I,REP,1828645.17,IL,15
H0IL15186,DARREN DUNCAN,O,REP,10.0,IL,15
H2IL13120,RODNEY L DAVIS,I,REP,4146270.05,IL,15
H2IL20042,JOHN M SHIMKUS,I,REP,105069.96,IL,15
H0IL16184,DANI BRZOZOWSKI,C,DEM,16785.56,IL,16
H2IL16156,ELIZABETH HADERLEIN,O,DEM,38117.98,IL,16
H0IL11052,ADAM KINZINGER,I,REP,1710182.88,IL,16
H2IL16123,MICHAEL STEPHAN MR REBRESH,O,REP,14770.09,IL,16
H2IL16131,WALT PETERS,O,REP,21545.71,IL,16
H6IL18088,DARIN MCKAY LAHOOD,I,REP,3041438.67,IL,16
H2IL16065,MARSHA VIRIGINIA WILLIAMS,O,DEM,32745.08,IL,17
H2IL17071,CHERI BUSTOS,I,DEM,522970.7,IL,17
H2IL17113,ANGELA H. NORMOYLE,O,DEM,214206.61,IL,17
H2IL17121,JONATHAN LOGEMANN,O,DEM,424752.61,IL,17
H2IL17139,LITESA WALLACE,O,DEM,223648.68,IL,17
H2IL17147,ERIC SORENSEN,O,DEM,3079130.34,IL,17
H2IL17162,JACQUELINE MARIE MCGOWAN,O,DEM,27094.29,IL,17
H0IL17083,ESTHER JOY KING,O,REP,5038168.71,IL,17
H6IL18138,DONALD RIENTS,C,REP,0.0,IL,18
H8IL18043,AARON JON MR. SCHOCK,I,REP,0.0,IL,18
H0IN01135,THOMAS MCDERMOTT,C,DEM,1360464.26,IN,1
H0IN01150,FRANK J. MRVAN,I,DEM,2543184.67,IN,1
H4IN01012,PETER J. VISCLOSKY,I,DEM,10779.22,IN,1
H2IN01172,JENNIFER-RUTH GREEN,C,REP,3468504.36,IN,1
H2IN01180,DAVID BEN RUIZ,C,REP,1834.37,IN,1
H2IN01198,BLAIR MILO,C,REP,282229.51,IN,1
H2IN02279,PAUL MR. STEURY,O,DEM,102330.9,IN,2
H0IN02190,JACKIE WALORSKI SWIHART,I,REP,1289782.03,IN,2
H2IN02287,CURT NISLY,C,REP,16558.0,IN,2
H2IN02295,RUDY YAKYM,O,REP,1003411.59,IN,2
H2IN03186,JOHN MATTHEW MR. STEPHENS,C,DEM,15946.7,IN,3
H2IN03202,GARY SNYDER,C,DEM,74374.79,IN,3
H6IN03229,JAMES E HON. BANKS,I,REP,1762213.57,IN,3
H2IN03228,NATHAN GOTSCH,C,IND,151138.95,IN,3
H8IN04140,JOSEPH MACKEY,C,DEM,1592.97,IN,4
H0IN04170,THEODORE EDWARD ROKITA,I,REP,14584.95,IN,4
H2IN04168,THOMAS CHARLES BOOKWALTER,C,REP,6974.01,IN,4
H8IN04199,JAMES R DR. BAIRD,I,REP,350665.61,IN,4
H0IN05227,ANDREW JAMES JR. JACOBS,O,DEM,0.0,IN,5
H2IN05157,MATT HALL,C,DEM,50966.44,IN,5
H8IN05188,DIERDRE THORNTON,O,DEM,11791.38,IN,5
H8IN05196,JENNIFER CHRISTIE,O,DEM,0.0,IN,5
H8IN06202,JEANNINE LEE LAKE,C,DEM,42953.95,IN,5
H0IN05201,MICAH BECKWITH,O,REP,7910.62,IN,5
H0IN05326,VICTORIA SPARTZ,I,REP,2688983.84,IN,5
H0IN05334,CARL JOSEPH BRIZZI,O,REP,0.0,IN,5
H2IN05082,SUSAN MRS. BROOKS,I,REP,322085.2,IN,5
H2IN06023,DANNY L BURTON,C,REP,20667.14,IN,5
H2IN06288,BARTON WAYNE TEETERS,C,DEM,100.0,IN,6
H2IN06304,CYNTHIA WIRTH,C,DEM,38910.21,IN,6
H2IN06171,DON JR BATES,O,REP,0.0,IN,6
H8IN06079,JONATHAN M. LAMB,O,REP,0.0,IN,6
H8IN06129,GREGORY J. PENCE,I,REP,2406896.24,IN,6
H8IN07184,ANDRE CARSON,I,DEM,1134374.85,IN,7
H2IN07153,RUSSELL (RUSTY) SCOTT MR. JOHNSON,C,REP,1420.59,IN,7
H2IN07179,ANGELA GRABOVSKY,C,REP,498270.15,IN,7
H2IN07195,BILL ALLEN,C,REP,36000.0,IN,7
H2IN08169,RAY MCCORMICK,C,DEM,137353.27,IN,8
H0IN08114,LARRY D. BUCSHON,I,REP,1158104.02,IN,8
H2IN09191,MATTHEW JOHN FYFE,O,DEM,117102.72,IN,9
H2IN09233,ISAK NTI ASARE,O,DEM,24931.34,IN,9
H0IN09070,TODD CHRISTOPHER YOUNG,I,REP,9618042.78,IN,9
H2IN01214,JIM BAKER,O,REP,84181.21,IN,9
H2IN09084,MICHAEL E SODREL,O,REP,1038346.0,IN,9
H2IN09258,STU BARNES-ISRAEL,O,REP,477148.73,IN,9
H2IN09266,J. MICHAEL DAVISSON,O,REP,6520.0,IN,9
H2IN09282,DANIEL HEIWIG,O,REP,44888.56,IN,9
H6IN09119,ERIC SCHANSBERG,O,REP,28915.0,IN,9
H6IN09143,ERIN HOUCHIN,O,REP,944334.67,IN,9
H6IN09150,DARRYL BRENT JR WALTZ,O,REP,0.0,IN,9
H6IN09168,JAMES R PFAFF,O,REP,0.0,IN,9
H6IN09176,TREY HOLLINGSWORTH,I,REP,1200240.1,IN,9
H2IN09225,TONYA LYNN MILLIS,O,LIB,9958.95,IN,9
H0KS01214,CHRISTY DAVIS,O,DEM,1142.39,KS,1
H2KS01079,JAMES KENNETH BEARD,C,DEM,17313.35,KS,1
H0KS01123,TRACEY ROBERT MANN,I,REP,415700.31,KS,1
H0KS01198,BILL DR CLIFFORD,O,REP,52528.16,KS,1
H6KS01146,TIMOTHY A REP. HUELSKAMP,C,REP,2294.34,KS,1
H2KS02143,PATRICK SCHMIDT,C,DEM,1106479.19,KS,2
H0KS02188,JAKE LATURNER,I,REP,1212024.88,KS,2
H8KS02157,CARYN TYSON,O,REP,0.0,KS,2
H8KS02199,STEVEN C. JR. WATKINS,I,REP,6250.0,KS,2
H8KS03155,SHARICE DAVIDS,I,DEM,8309622.97,KS,3
H0KS03137,KEVIN YODER,C,REP,14152.24,KS,3
H0KS03228,SARA HART WEIR,C,REP,9009.5,KS,3
H0KS03236,AMANDA ADKINS,C,REP,3870336.58,KS,3
H2KS03166,JOHN MCCAUGHREAN,C,REP,11711.42,KS,3
H2KS04149,BOB MR HERNANDEZ,C,DEM,36304.68,KS,4
H0KS04051,MICHAEL R POMPEO,I,REP,172922.13,KS,4
H8KS04112,RON ESTES,I,REP,1770277.73,KS,4
H6KS04173,MIRANDA WALZ-ALLEN,C,IND,0.0,KS,4
H2KY01085,JIMMY CLIFTON AUSBROOKS,C,DEM,7866.73,KY,1
H8KY01074,PAUL WALKER,C,DEM,1554.28,KY,1
H6KY01110,JAMES COMER,I,REP,974130.55,KY,1
H2KY02125,WILLIAM DAKOTA COMPTON,C,DEM,853.89,KY,2
H8KY02080,HANK LINDERMAN,C,DEM,100206.37,KY,2
H2KY02158,LEE WATTS,C,REP,56220.69,KY,2
H8KY02031,S. BRETT HON. GUTHRIE,I,REP,2251947.27,KY,2
H0KY02095,ROBERT LEE PERRY,C,LIB,56.0,KY,2
H2KY03172,ATTICA WOODSON SCOTT,O,DEM,240509.3,KY,3
H2KY03206,MORGAN MCGARVEY,O,DEM,2867874.74,KY,3
H6KY03124,JOHN YARMUTH,I,DEM,255991.99,KY,3
H0KY03259,RHONDA RAYE PALAZZO,O,REP,10040.85,KY,3
H2KY03214,STUART N. RAY,O,REP,621240.64,KY,3
H2KY03230,GREGORY PETER PUCCETTI,O,REP,18318.73,KY,3
H8KY03187,MIKE CRAVEN,O,REP,110758.91,KY,3
H0KY04117,ALEXANDRA DR. OWENSBY,C,DEM,5619.71,KY,4
H2KY04212,MATTHEW LEHMAN,C,DEM,298073.71,KY,4
H8KY04169,SETH BLANE HALL,C,DEM,0.0,KY,4
H2KY04121,THOMAS H. MASSIE,I,REP,976631.31,KY,4
H2KY04196,CLAIRE WIRTH,C,REP,461113.41,KY,4
H2KY05177,CONOR HALBLEIB,C,DEM,19102.59,KY,5
H0KY05015,HAROLD DALLAS ROGERS,I,REP,944442.54,KY,5
H2KY05151,RICHARD JACOB DR. VAN DAM,C,REP,40384.66,KY,5
H2KY05185,GERARDO SERRANO,C,REP,57850.94,KY,5
H2KY06175,CHRISTOPHER PREECE,C,DEM,33285.74,KY,6
H4KY06163,GEOFFREY M YOUNG,C,DEM,239130.65,KY,6
H0KY06104,GARLAND ANDY BARR,I,REP,2159197.98,KY,6
H2KY06217,"CRAVENS, MAURICE RANDALL, II",C,W,4505.73,KY,6
H2LA01109,KATIE DARLING DARLING,C,DEM,148159.32,LA,1
H8LA01122,TAMMY MARIE DR SAVOIE,C,DEM,0.0,LA,1
H0LA01087,STEVE MR SCALISE,I,REP,20135765.29,LA,1
H0LA02275,GARY JR. CHAMBERS,C,DEM,1806620.0,LA,2
H2LA02149,TROY A. SR. CARTER,C,DEM,3114041.61,LA,2
H8LA02054,CEDRIC L RICHMOND,I,DEM,608310.1,LA,2
H2LA02206,CLASTON BERNARD,O,REP,196217.39,LA,2
H2LA02297,DANIEL ANTHONY LUX,C,REP,36052.27,LA,2
H8LA02062,HELENA MORENO,C,UNK,0.0,LA,2
H2LA03089,DUSTIN GRANGER,C,DEM,46559.61,LA,3
H2LA03105,TIA MARIE MRS. LEBRUN,C,DEM,39159.49,LA,3
H6LA03155,LARRY RADER,C,DEM,10200.0,LA,3
H2LA03113,THOMAS LANE JR PAYNE,C,REP,17549.7,LA,3
H2LA03121,"""HOLDEN"" HOGGATT",C,REP,200873.44,LA,3
H6LA03130,SCOTT MR. ANGELLE,C,REP,0.0,LA,3
H6LA03148,CLAY CAPTAIN HIGGINS,I,REP,1101490.38,LA,3
H2LA04103,JOHN CHARLES MILKOVICH,O,DEM,0.0,LA,4
H6LA04153,J MARSHALL JONES JR,O,DEM,0.0,LA,4
H6LA04138,JAMES MICHAEL JOHNSON,I,REP,1152960.96,LA,4
H0LA05138,MARTIN LEMELLE,O,DEM,678.75,LA,5
H2LA05274,WALTER EARL HUFF,C,DEM,10431.88,LA,5
H0LA05112,JOHN LANCE HARRIS,O,REP,6000.7,LA,5
H0LA05120,LUKE JOSHUA LETLOW,O,REP,91064.85,LA,5
H2LA05126,JULIA LETLOW,C,REP,2062471.29,LA,5
H2LA05134,CHAD CONERLY,O,REP,57713.22,LA,5
H4LA05064,HARTWELL NEIL JR RISER,O,REP,0.0,LA,5
H4LA05130,VANCE MICHAEL MCALLISTER,C,REP,0.0,LA,5
H4LA06120,CHARLES 'TREY' DR III THOMAS,O,REP,0.0,LA,6
H4LA06153,GARRET GRAVES,I,REP,1516897.71,LA,6
