id,year,state,state_po,district,runoff,special,candidate_name,party,CAND_ICI,TTL_DISB,adjusted_vote_margin,candidate_votes,total_votes,NHE,pvi,percent_of_vote,vote_margin,FEC_candidate_id
2014MI11,2014,MICHIGAN,MI,11,,False,JOHN J TATAR,Other,,,,7711,251238,5.7,4.0,0.0307,0.1543,
2014MI12,2014,MICHIGAN,MI,12,,False,BHAGWAN DASHAIRYA,Other,,,,2559,206660,5.7,-15.0,0.0124,0.3369,
2014MI12,2014,MICHIGAN,MI,12,,False,DEBBIE DINGELL,Democrat,O,1272507.7,9.64,134346,206660,5.7,-15.0,0.6501,0.3369,H4MI12079
2014MI12,2014,MICHIGAN,MI,12,,False,GARY WALKOWICZ,Other,,,,5039,206660,5.7,-15.0,0.0244,0.3369,
2014MI12,2014,MICHIGAN,MI,12,,False,TERRY BOWMAN,Republican,O,47906.19,-8.96,64716,206660,5.7,-15.0,0.3132,0.3369,H4MI12061
2014MI13,2014,MICHIGAN,MI,13,,False,CHRIS SHARER,Other,,,,3537,166947,5.7,-34.0,0.0212,0.6318,
2014MI13,2014,MICHIGAN,MI,13,,False,JEFF GORMAN,Republican,,,-27.67,27234,166947,5.7,-34.0,0.1631,0.6318,
2014MI13,2014,MICHIGAN,MI,13,,False,JOHN CONYERS JR,Democrat,I,833998.91,28.93,132710,166947,5.7,-34.0,0.7949,0.6318,H6MI01028
2014MI13,2014,MICHIGAN,MI,13,,False,SAM JOHNSON,Other,,,,3466,166947,5.7,-34.0,0.0208,0.6318,
2014MI14,2014,MICHIGAN,MI,14,,False,BRENDA LAWRENCE,Democrat,O,690886.65,23.88,165272,212468,5.7,-29.0,0.7779,0.5812,H2MI14111
2014MI14,2014,MICHIGAN,MI,14,,False,CHRISTINA L BARR,Republican,,,-22.72,41801,212468,5.7,-29.0,0.1967,0.5812,
2014MI14,2014,MICHIGAN,MI,14,,False,LEONARD SCHWARTZ,Other,,,,3366,212468,5.7,-29.0,0.0158,0.5812,
2014MI14,2014,MICHIGAN,MI,14,,False,STEPHEN BOYLE,Other,O,31146.3,,1999,212468,5.7,-29.0,0.0094,0.5812,H4MI14133
2014MI2,2014,MICHIGAN,MI,2,,False,BILL HUIZENGA,Republican,,,13.0,135568,213072,5.7,7.0,0.6363,0.3038,
2014MI2,2014,MICHIGAN,MI,2,,False,DEAN VANDERSTELT,Democrat,C,53344.98,-12.4,70851,213072,5.7,7.0,0.3325,0.3038,H4MI02104
2014MI2,2014,MICHIGAN,MI,2,,False,RONALD E GRAESER,Other,,,,2776,213072,5.7,7.0,0.013,0.3038,
2014MI2,2014,MICHIGAN,MI,2,,False,RONALD WELCH II,Other,,,,3877,213072,5.7,7.0,0.0182,0.3038,
2014MI3,2014,MICHIGAN,MI,3,,False,BOB GOODRICH,Democrat,,,-9.51,84720,217165,5.7,4.0,0.3901,0.189,
2014MI3,2014,MICHIGAN,MI,3,,False,JUSTIN AMASH,Republican,I,1554133.68,9.89,125754,217165,5.7,4.0,0.5791,0.189,H0MI03126
2014MI3,2014,MICHIGAN,MI,3,,False,TONYA DUNCAN,Other,,,,6691,217165,5.7,4.0,0.0308,0.189,
2014MI4,2014,MICHIGAN,MI,4,,False,GEORGE M ZIMMER,Other,,,,4990,219423,5.7,5.0,0.0227,0.174,
2014MI4,2014,MICHIGAN,MI,4,,False,JEFF HOLMES,Democrat,O,133963.28,-10.53,85777,219423,5.7,5.0,0.3909,0.174,H4MI04134
2014MI4,2014,MICHIGAN,MI,4,,False,JOHN MOOLENAAR,Republican,O,1128662.1,10.87,123962,219423,5.7,5.0,0.5649,0.174,H4MI04126
2014MI4,2014,MICHIGAN,MI,4,,False,WILL TYLER WHITE,Other,,,,4694,219423,5.7,5.0,0.0214,0.174,
2014MI5,2014,MICHIGAN,MI,5,,False,ALLEN HARDWICK,Republican,,,-3.94,69222,222138,5.7,-10.0,0.3116,0.3555,
2014MI5,2014,MICHIGAN,MI,5,,False,DANIEL T KILDEE,Democrat,I,938757.28,4.66,148182,222138,5.7,-10.0,0.6671,0.3555,H2MI05119
2014MI5,2014,MICHIGAN,MI,5,,False,HAROLD H JONES,Other,,,,4734,222138,5.7,-10.0,0.0213,0.3555,
2014MI6,2014,MICHIGAN,MI,6,,False,ERWIN J HAAS,Other,,,,5530,208976,5.7,1.0,0.0265,0.1551,
2014MI6,2014,MICHIGAN,MI,6,,False,FRED UPTON,Republican,I,3941683.73,6.86,116801,208976,5.7,1.0,0.5589,0.1551,H6MI04113
2014MI6,2014,MICHIGAN,MI,6,,False,JOHN M LAWRENCE,Other,,,,2254,208976,5.7,1.0,0.0108,0.1551,
2014MI6,2014,MICHIGAN,MI,6,,False,PAUL CLEMENTS,Democrat,C,793361.74,-6.54,84391,208976,5.7,1.0,0.4038,0.1551,H4MI06105
2014MI7,2014,MICHIGAN,MI,7,,False,DAVID SWARTOUT,Other,C,4892.0,,4369,223685,5.7,3.0,0.0195,0.1228,H4MI07186
2014MI7,2014,MICHIGAN,MI,7,,False,KEN PROCTOR,Other,,,,4531,223685,5.7,3.0,0.0203,0.1228,
2014MI7,2014,MICHIGAN,MI,7,,False,PAM BYRNES,Democrat,C,1375605.15,-8.58,92083,223685,5.7,3.0,0.4117,0.1228,H4MI07178
2014MI7,2014,MICHIGAN,MI,7,,False,RICK STRAWCUTTER,Other,,,,3138,223685,5.7,3.0,0.014,0.1228,
2014MI7,2014,MICHIGAN,MI,7,,False,TIM WALBERG,Republican,I,1784290.9,8.82,119564,223685,5.7,3.0,0.5345,0.1228,H4MI07103
2014MI8,2014,MICHIGAN,MI,8,,False,ERIC SHERTZING,Democrat,O,503638.41,-7.57,102269,243125,5.7,2.0,0.4206,0.1254,H4MI05149
2014MI8,2014,MICHIGAN,MI,8,,False,JAMES WEEKS II,Other,,,,4557,243125,5.7,2.0,0.0187,0.1254,
2014MI8,2014,MICHIGAN,MI,8,,False,JEREMY BURGESS,Other,O,968.0,,1680,243125,5.7,2.0,0.0069,0.1254,H4MI08101
2014MI8,2014,MICHIGAN,MI,8,,False,JIM CASHA,Other,,,,1880,243125,5.7,2.0,0.0077,0.1254,
2014MI8,2014,MICHIGAN,MI,8,,False,MIKE BISHOP,Republican,O,1023449.14,7.83,132739,243125,5.7,2.0,0.546,0.1254,H4MI08135
2014MI9,2014,MICHIGAN,MI,9,,False,GEORGE BRIKHO,Republican,C,42049.82,-0.06,81470,225757,5.7,-6.0,0.3609,0.243,H4MI09075
2014MI9,2014,MICHIGAN,MI,9,,False,GREGORY CRESWELL,Other,,,,4792,225757,5.7,-6.0,0.0212,0.243,
2014MI9,2014,MICHIGAN,MI,9,,False,JOHN V MCDERMOTT,Other,,,,3153,225757,5.7,-6.0,0.014,0.243,
2014MI9,2014,MICHIGAN,MI,9,,False,SANDER M LEVIN,Democrat,I,1491686.94,0.54,136342,225757,5.7,-6.0,0.6039,0.243,H2MI17023
2014MN1,2014,MINNESOTA,MN,1,,False,JIM HAGEDORN,Republican,C,238633.77,6.79,103536,226695,5.7,1.0,0.4567,0.0852,H0MN01045
2014MN1,2014,MINNESOTA,MN,1,,False,TIMOTHY J WALZ,Other,I,1559502.97,,122851,226695,5.7,1.0,0.5419,0.0852,H6MN01174
2014MN2,2014,MINNESOTA,MN,2,,False,JOHN KLINE,Republican,I,3226366.88,7.87,137778,245848,5.7,2.0,0.5604,0.1717,H8MN06047
2014MN2,2014,MINNESOTA,MN,2,,False,MIKE OBERMUELLER,Other,C,933331.9,,95565,245848,5.7,2.0,0.3887,0.1717,H2MN02122
2014MN2,2014,MINNESOTA,MN,2,,False,PAULA OBERBY,Other,C,8471.54,,12319,245848,5.7,2.0,0.0501,0.1717,H4MN02136
2014MN3,2014,MINNESOTA,MN,3,,False,ERIK PAULSEN,Republican,I,2695111.36,7.94,167515,269585,5.7,2.0,0.6214,0.2436,H8MN03077
2014MN3,2014,MINNESOTA,MN,3,,False,SHARON SUND,Other,C,167531.89,,101846,269585,5.7,2.0,0.3778,0.2436,H2MN03062
2014MN4,2014,MINNESOTA,MN,4,,False,BETTY MCCOLLUM,Other,I,740086.05,,147857,241637,5.7,-11.0,0.6119,0.2829,H0MN04049
2014MN4,2014,MINNESOTA,MN,4,,False,DAVE THOMAS,Other,,,,14059,241637,5.7,-11.0,0.0582,0.2829,
2014MN4,2014,MINNESOTA,MN,4,,False,SHARNA WAHLGREN,Republican,C,130281.97,-5.02,79492,241637,5.7,-11.0,0.329,0.2829,H4MN04116
2014MN5,2014,MINNESOTA,MN,5,,False,DOUG DAGGETT,Republican,C,39018.76,-15.83,56577,236010,5.7,-22.0,0.2397,0.4682,H4MN05071
2014MN5,2014,MINNESOTA,MN,5,,False,KEITH ELLISON,Democrat,I,1984754.12,16.77,167079,236010,5.7,-22.0,0.7079,0.4682,H6MN05183
2014MN5,2014,MINNESOTA,MN,5,,False,LEE BAUER,Other,,,,12001,236010,5.7,-22.0,0.0508,0.4682,
2014MN6,2014,MINNESOTA,MN,6,,False,JOE PERSKE,Other,O,221219.02,,90926,236846,5.7,10.0,0.3839,0.179,H4MN06129
2014MN6,2014,MINNESOTA,MN,6,,False,JOHN DENNEY,Other,O,6220.0,,12457,236846,5.7,10.0,0.0526,0.179,H4MN06137
2014MN6,2014,MINNESOTA,MN,6,,False,TOM EMMER,Republican,O,2030950.22,15.88,133328,236846,5.7,10.0,0.5629,0.179,H4MN06087
2014MN7,2014,MINNESOTA,MN,7,,False,COLLIN C PETERSON,Other,I,1569350.49,,130546,240835,5.7,6.0,0.5421,0.0855,H2MN07014
2014MN7,2014,MINNESOTA,MN,7,,False,TORREY WESTROM,Republican,C,1023503.44,11.79,109955,240835,5.7,6.0,0.4566,0.0855,H4MN07077
2014MN8,2014,MINNESOTA,MN,8,,False,RAY SKIP SANDMAN,Other,,,,11450,266083,5.7,-1.0,0.043,0.014,
2014MN8,2014,MINNESOTA,MN,8,,False,RICHARD M NOLAN,Democrat,I,2113281.4,-4.69,129090,266083,5.7,-1.0,0.4851,0.014,H2MN08111
2014MN8,2014,MINNESOTA,MN,8,,False,STEWART MILLS,Republican,C,2130682.06,4.71,125358,266083,5.7,-1.0,0.4711,0.014,H4MN08083
2014MO1,2014,MISSOURI,MO,1,,False,DANIEL J ELDER,Republican,,,-21.79,35273,163494,5.7,-28.0,0.2157,0.5141,
2014MO1,2014,MISSOURI,MO,1,,False,ROBB E CUNNINGHAM,Other,,,,8906,163494,5.7,-28.0,0.0545,0.5141,
2014MO1,2014,MISSOURI,MO,1,,False,WM LACY CLAY,Democrat,I,384886.95,22.81,119315,163494,5.7,-28.0,0.7298,0.5141,H0MO01066
2014MO2,2014,MISSOURI,MO,2,,False,ANN WAGNER,Republican,I,1165958.97,14.02,148191,231117,5.7,8.0,0.6412,0.315,H2MO02102
2014MO2,2014,MISSOURI,MO,2,,False,ARTHUR LIEBER,Democrat,C,56305.59,-13.38,75384,231117,5.7,8.0,0.3262,0.315,H0MO02213
2014MO2,2014,MISSOURI,MO,2,,False,BILL SLANTZ,Other,,,,7542,231117,5.7,8.0,0.0326,0.315,
2014MO3,2014,MISSOURI,MO,3,,False,BLAINE LUETKEMEYER,Republican,I,801186.21,19.11,130940,191620,5.7,13.0,0.6833,0.4118,H8MO09153
2014MO3,2014,MISSOURI,MO,3,,False,COURTNEY DENTON,Democrat,,,-18.29,52021,191620,5.7,13.0,0.2715,0.4118,
2014MO3,2014,MISSOURI,MO,3,,False,STEVEN HEDRICK,Other,,,,8593,191620,5.7,13.0,0.0448,0.4118,
2014MO4,2014,MISSOURI,MO,4,,False,HERSCHEL L YOUNG,Other,,,,9793,176286,5.7,13.0,0.0556,0.4172,
2014MO4,2014,MISSOURI,MO,4,,False,NATE IRVIN,Democrat,,,-18.28,46464,176286,5.7,13.0,0.2636,0.4172,
2014MO4,2014,MISSOURI,MO,4,,False,VICKY HARTZLER,Republican,I,707937.36,19.12,120014,176286,5.7,13.0,0.6808,0.4172,H0MO04086
2014MO5,2014,MISSOURI,MO,5,,False,EMANUEL CLEAVER,Democrat,I,1015923.41,3.37,79256,153635,5.7,-9.0,0.5159,0.0663,H4MO05234
2014MO5,2014,MISSOURI,MO,5,,False,JACOB TURK,Republican,C,142593.33,-3.23,69071,153635,5.7,-9.0,0.4496,0.0663,H6MO05189
2014MO5,2014,MISSOURI,MO,5,,False,ROY WELBORN,Other,,,,5308,153635,5.7,-9.0,0.0345,0.0663,
2014MO6,2014,MISSOURI,MO,6,,False,RUSS MONCHIL,Other,,,,7197,186970,5.7,12.0,0.0385,0.3715,
2014MO6,2014,MISSOURI,MO,6,,False,SAM GRAVES,Republican,I,1124266.27,18.07,124616,186970,5.7,12.0,0.6665,0.3715,H0MO06073
2014MO6,2014,MISSOURI,MO,6,,False,"W A ""BILL"" HEDGE",Democrat,C,52587.25,-17.33,55157,186970,5.7,12.0,0.295,0.3715,H2MO06202
2014MO7,2014,MISSOURI,MO,7,,False,BILLY LONG,Republican,I,952886.74,25.05,104054,163957,5.7,19.0,0.6346,0.3462,H0MO07113
2014MO7,2014,MISSOURI,MO,7,,False,JIM EVANS,Democrat,C,110969.41,-24.35,47282,163957,5.7,19.0,0.2884,0.3462,H2MO07093
2014MO7,2014,MISSOURI,MO,7,,False,KEVIN CRAIG,Other,,,,12584,163957,5.7,19.0,0.0768,0.3462,
2014MO8,2014,MISSOURI,MO,8,,False,BARBARA STOCKER,Democrat,C,181809.64,-22.28,38721,159224,5.7,17.0,0.2432,0.4233,H4MO08212
2014MO8,2014,MISSOURI,MO,8,,False,DOUG ENYART,Other,C,37581.67,,3799,159224,5.7,17.0,0.0239,0.4233,H4MO08188
2014MO8,2014,MISSOURI,MO,8,,False,JASON T SMITH,Republican,I,1589517.38,23.12,106124,159224,5.7,17.0,0.6665,0.4233,H4MO08162
2014MO8,2014,MISSOURI,MO,8,,False,RICK VANDEVEN,Other,,,,3759,159224,5.7,17.0,0.0236,0.4233,
2014MO8,2014,MISSOURI,MO,8,,False,TERRY HAMPTON,Other,C,6796.75,,6821,159224,5.7,17.0,0.0428,0.4233,H4MO08220
2014MS1,2014,MISSISSIPPI,MS,1,,False,ALAN NUNNELEE,Republican,I,766958.12,22.09,102622,151111,5.7,16.0,0.6791,0.3898,H0MS01043
2014MS1,2014,MISSISSIPPI,MS,1,,False,DANNY BEDWELL,Other,C,14241.0,,3830,151111,5.7,16.0,0.0253,0.3898,H2MS01114
2014MS1,2014,MISSISSIPPI,MS,1,,False,LAJENA WALLEY,Other,,,,946,151111,5.7,16.0,0.0063,0.3898,
2014MS1,2014,MISSISSIPPI,MS,1,,False,RON E DICKEY,Democrat,C,4174.0,-21.31,43713,151111,5.7,16.0,0.2893,0.3898,H4MS01110
2014MS2,2014,MISSISSIPPI,MS,2,,False,BENNIE G THOMPSON,Democrat,I,1138673.87,7.73,100688,148646,5.7,-13.0,0.6774,0.4321,H4MS02068
2014MS2,2014,MISSISSIPPI,MS,2,,False,SHELLEY SHOEMAKE,Other,,,,11493,148646,5.7,-13.0,0.0773,0.4321,
2014MS2,2014,MISSISSIPPI,MS,2,,False,TROY RAY,Other,,,,36465,148646,5.7,-13.0,0.2453,0.4321,
2014MS3,2014,MISSISSIPPI,MS,3,,False,BARBARA DALE WASHER,Other,,,,1541,170946,5.7,14.0,0.009,0.4096,
2014MS3,2014,MISSISSIPPI,MS,3,,False,"DOUGLAS MACARTHUR ""DOUG"" MAGEE",Democrat,,,-19.29,47744,170946,5.7,14.0,0.2793,0.4096,
2014MS3,2014,MISSISSIPPI,MS,3,,False,GREGG HARPER,Republican,I,804135.65,20.11,117771,170946,5.7,14.0,0.6889,0.4096,H8MS03067
2014MS3,2014,MISSISSIPPI,MS,3,,False,ROGER GERRARD,Other,,,,3890,170946,5.7,14.0,0.0228,0.4096,
2014MS4,2014,MISSISSIPPI,MS,4,,False,CINDY BURLESON,Other,,,,3684,155576,5.7,21.0,0.0237,0.4558,
2014MS4,2014,MISSISSIPPI,MS,4,,False,ED REICH,Other,,,,857,155576,5.7,21.0,0.0055,0.4558,
2014MS4,2014,MISSISSIPPI,MS,4,,False,"ELI ""SARGE"" JACKSON",Other,,,,917,155576,5.7,21.0,0.0059,0.4558,
2014MS4,2014,MISSISSIPPI,MS,4,,False,JOEY ROBINSON,Other,C,9580.86,,3473,155576,5.7,21.0,0.0223,0.4558,H4MS04148
2014MS4,2014,MISSISSIPPI,MS,4,,False,MATT MOORE,Democrat,,,-26.24,37869,155576,5.7,21.0,0.2434,0.4558,
2014MS4,2014,MISSISSIPPI,MS,4,,False,STEVEN M PALAZZO,Republican,I,1180696.21,27.16,108776,155576,5.7,21.0,0.6992,0.4558,H0MS04120
2014MT0,2014,MONTANA,MT,0,,False,JOHN LEWIS,Democrat,O,1703086.35,-12.55,148690,367963,5.7,7.0,0.4041,0.15,H4MT00068
2014MT0,2014,MONTANA,MT,0,,False,MIKE FELLOWS,Other,,,,15402,367963,5.7,7.0,0.0419,0.15,
2014MT0,2014,MONTANA,MT,0,,False,RYAN ZINKE,Republican,O,4665054.67,12.85,203871,367963,5.7,7.0,0.5541,0.15,H4MT01041
2014NC1,2014,NORTH CAROLINA,NC,1,,False,ARTHUR RICH,Republican,C,18722.0,-12.83,55990,210323,5.7,-19.0,0.2662,0.4676,H4NC01095
2014NC1,2014,NORTH CAROLINA,NC,1,,False,G K BUTTERFIELD,Democrat,I,703902.48,13.77,154333,210323,5.7,-19.0,0.7338,0.4676,H4NC01046
2014NC10,2014,NORTH CAROLINA,NC,10,,False,PATRICK T MCHENRY,Republican,I,1031565.33,16.92,133504,218796,5.7,11.0,0.6102,0.2204,H4NC10047
2014NC10,2014,NORTH CAROLINA,NC,10,,False,TATE MACQUEEN,Democrat,C,82885.76,-16.48,85292,218796,5.7,11.0,0.3898,0.2204,H4NC10104
2014NC11,2014,NORTH CAROLINA,NC,11,,False,MARK MEADOWS,Republican,I,375785.52,18.96,144682,230024,5.7,13.0,0.629,0.258,H2NC11080
2014NC11,2014,NORTH CAROLINA,NC,11,,False,TOM HILL,Democrat,C,14965.92,-18.44,85342,230024,5.7,13.0,0.371,0.258,H4NC11086
2014NC12,2014,NORTH CAROLINA,NC,12,,False,ALMA ADAMS,Democrat,I,743807.02,20.81,130096,172664,5.7,-26.0,0.7535,0.507,H4NC12100
2014NC12,2014,NORTH CAROLINA,NC,12,,False,VINCE COAKLEY,Republican,O,366908.92,-19.79,42568,172664,5.7,-26.0,0.2465,0.507,H4NC12134
2014NC13,2014,NORTH CAROLINA,NC,13,,False,BRENDA CLEARY,Democrat,C,73180.8,-13.55,114718,268709,5.7,8.0,0.4269,0.1462,H4NC13033
2014NC13,2014,NORTH CAROLINA,NC,13,,False,GEORGE HOLDING,Republican,I,1449386.85,13.85,153991,268709,5.7,8.0,0.5731,0.1462,H2NC13110
2014NC2,2014,NORTH CAROLINA,NC,2,,False,CLAY AIKEN,Democrat,C,1181594.3,-15.52,85479,207607,5.7,10.0,0.4117,0.1766,H4NC02127
2014NC2,2014,NORTH CAROLINA,NC,2,,False,RENEE L ELLMERS,Republican,I,1820393.6,15.88,122128,207607,5.7,10.0,0.5883,0.1766,H0NC02059
2014NC3,2014,NORTH CAROLINA,NC,3,,False,MARSHALL ADAME,Democrat,C,23908.97,-16.34,66182,205597,5.7,11.0,0.3219,0.3562,H8NC03043
2014NC3,2014,NORTH CAROLINA,NC,3,,False,WALTER B JONES,Republican,I,677380.93,17.06,139415,205597,5.7,11.0,0.6781,0.3562,H2NC01081
2014NC4,2014,NORTH CAROLINA,NC,4,,False,DAVID E PRICE,Democrat,I,688800.84,14.8,169946,227362,5.7,-20.0,0.7475,0.495,H6NC04037
2014NC4,2014,NORTH CAROLINA,NC,4,,False,PAUL WRIGHT,Republican,,,-13.8,57416,227362,5.7,-20.0,0.2525,0.495,
2014NC5,2014,NORTH CAROLINA,NC,5,,False,"JOSHUA ""JOSH"" BRANNON",Democrat,C,9946.0,-16.48,88973,228252,5.7,11.0,0.3898,0.2204,H4NC05245
2014NC5,2014,NORTH CAROLINA,NC,5,,False,VIRGINIA FOXX,Republican,I,693096.21,16.92,139279,228252,5.7,11.0,0.6102,0.2204,H4NC05146
2014NC6,2014,NORTH CAROLINA,NC,6,,False,LAURA FJELD,Democrat,O,904778.86,-15.53,103758,251070,5.7,10.0,0.4133,0.1734,H4NC06086
2014NC6,2014,NORTH CAROLINA,NC,6,,False,MARK WALKER,Republican,O,824585.97,15.87,147312,251070,5.7,10.0,0.5867,0.1734,H4NC06052
2014NC7,2014,NORTH CAROLINA,NC,7,,False,DAVID ROUZER,Republican,O,1492826.12,17.92,134431,226504,5.7,12.0,0.5935,0.2224,H2NC07096
2014NC7,2014,NORTH CAROLINA,NC,7,,False,J WESLEY CASTEEN,Other,O,29126.29,,7850,226504,5.7,12.0,0.0347,0.2224,H4NC07100
2014NC7,2014,NORTH CAROLINA,NC,7,,False,JONATHAN BARFIELD JR,Democrat,O,60460.64,-17.48,84054,226504,5.7,12.0,0.3711,0.2224,H4NC07068
2014NC8,2014,NORTH CAROLINA,NC,8,,False,ANTONIO BLUE,Democrat,C,6278.0,-16.4,65854,187422,5.7,11.0,0.3514,0.2972,H2NC08219
2014NC8,2014,NORTH CAROLINA,NC,8,,False,RICHARD HUDSON,Republican,I,1143349.16,17.0,121568,187422,5.7,11.0,0.6486,0.2972,H2NC08185
2014NC9,2014,NORTH CAROLINA,NC,9,,False,ROBERT PITTENGER,Republican,I,969259.01,13.7,163080,173668,5.7,8.0,0.939,0.0,H2NC09134
2014ND0,2014,NORTH DAKOTA,ND,0,,False,GEORGE SINNER,Other,C,921524.14,,95678,248670,5.7,10.0,0.3848,0.1706,H4ND00046
2014ND0,2014,NORTH DAKOTA,ND,0,,False,KEVIN CRAMER,Republican,I,1505728.11,15.87,138100,248670,5.7,10.0,0.5554,0.1706,H0ND01026
2014ND0,2014,NORTH DAKOTA,ND,0,,False,"ROBERT J ""JACK"" SEAMAN",Other,C,10845.0,,14531,248670,5.7,10.0,0.0584,0.1706,H4ND01028
2014NE1,2014,NEBRASKA,NE,1,,False,DENNIS P CRAWFORD,Democrat,C,44690.0,-15.32,55838,179057,5.7,10.0,0.3118,0.3764,H4NE01163
2014NE1,2014,NEBRASKA,NE,1,,False,JEFF FORTENBERRY,Republican,I,396337.36,16.08,123219,179057,5.7,10.0,0.6882,0.3764,H4NE01064
2014NE2,2014,NEBRASKA,NE,2,,False,BRAD ASHFORD,Democrat,C,1231468.32,-9.67,83872,171509,5.7,4.0,0.489,0.0333,H4NE02054
2014NE2,2014,NEBRASKA,NE,2,,False,LEE TERRY,Republican,I,3084768.22,9.73,78157,171509,5.7,4.0,0.4557,0.0333,H8NE02139
2014NE2,2014,NEBRASKA,NE,2,,False,STEVEN LAIRD,Other,,,,9021,171509,5.7,4.0,0.0526,0.0333,
2014NE3,2014,NEBRASKA,NE,3,,False,ADRIAN SMITH,Republican,I,877939.64,29.21,139440,184964,5.7,23.0,0.7539,0.5078,H6NE03115
2014NE3,2014,NEBRASKA,NE,3,,False,MARK SULLIVAN,Democrat,C,63507.57,-28.19,45524,184964,5.7,23.0,0.2461,0.5078,H2NE03023
2014NH1,2014,NEW HAMPSHIRE,NH,1,,False,CAROL SHEA-PORTER,Democrat,C,1714914.56,-6.66,116769,242736,5.7,1.0,0.4811,0.036,H6NH01230
2014NH1,2014,NEW HAMPSHIRE,NH,1,,False,FRANK C GUINTA,Republican,C,1261539.04,6.74,125508,242736,5.7,1.0,0.5171,0.036,H0NH01217
2014NH2,2014,NEW HAMPSHIRE,NH,2,,False,ANN M KUSTER,Democrat,I,3641777.18,-2.6,130700,238184,5.7,-3.0,0.5487,0.1,H0NH02181
2014NH2,2014,NEW HAMPSHIRE,NH,2,,False,MARILINDA GARCIA,Republican,C,1195083.72,2.8,106871,238184,5.7,-3.0,0.4487,0.1,H4NH02241
2014NJ1,2014,NEW JERSEY,NJ,1,,False,DONALD E LETTON,Other,,,,449,162492,5.7,-13.0,0.0028,0.18,
2014NJ1,2014,NEW JERSEY,NJ,1,,False,DONALD W NORCROSS,Democrat,I,2076613.77,7.48,93315,162492,5.7,-13.0,0.5743,0.18,H4NJ01084
2014NJ1,2014,NEW JERSEY,NJ,1,,False,GARRY W COBB,Republican,O,108463.77,-7.12,64073,162492,5.7,-13.0,0.3943,0.18,H4NJ01092
2014NJ1,2014,NEW JERSEY,NJ,1,,False,MARGARET M CHAPMAN,Other,,,,1103,162492,5.7,-13.0,0.0068,0.18,
2014NJ1,2014,NEW JERSEY,NJ,1,,False,MIKE BERMAN,Other,,,,634,162492,5.7,-13.0,0.0039,0.18,
2014NJ1,2014,NEW JERSEY,NJ,1,,False,ROBERT SHAPIRO,Other,,,,1134,162492,5.7,-13.0,0.007,0.18,
2014NJ1,2014,NEW JERSEY,NJ,1,,False,SCOT JOHN TOMASZEWSKI,Other,O,0.0,,1784,162492,5.7,-13.0,0.011,0.18,H4NJ01142
2014NJ10,2014,NEW JERSEY,NJ,10,,False,DARK ANGEL,Other,,,,998,112123,5.7,-34.0,0.0089,0.7276,
2014NJ10,2014,NEW JERSEY,NJ,10,,False,DONALD M PAYNE JR,Democrat,I,552332.25,29.03,95734,112123,5.7,-34.0,0.8538,0.7276,H2NJ10154
2014NJ10,2014,NEW JERSEY,NJ,10,,False,GWENDOLYN A FRANKLIN,Other,,,,1237,112123,5.7,-34.0,0.011,0.7276,
2014NJ10,2014,NEW JERSEY,NJ,10,,False,YOLANDA DENTLEY,Republican,,,-27.57,14154,112123,5.7,-34.0,0.1262,0.7276,
2014NJ11,2014,NEW JERSEY,NJ,11,,False,MARK DUNEC,Democrat,C,173617.22,-11.45,65477,174932,5.7,6.0,0.3743,0.2514,H4NJ11091
2014NJ11,2014,NEW JERSEY,NJ,11,,False,RODNEY P FRELINGHUYSEN,Republican,I,1442972.54,11.95,109455,174932,5.7,6.0,0.6257,0.2514,H2NJ05014
2014NJ12,2014,NEW JERSEY,NJ,12,,False,ALIETA ECK,Republican,O,223878.72,-8.06,54168,148366,5.7,-14.0,0.3651,0.2444,H4NJ12123
2014NJ12,2014,NEW JERSEY,NJ,12,,False,ALLEN J CANNON,Other,,,,450,148366,5.7,-14.0,0.003,0.2444,
2014NJ12,2014,NEW JERSEY,NJ,12,,False,BONNIE WATSON,Democrat,O,1388282.82,8.54,90430,148366,5.7,-14.0,0.6095,0.2444,H4NJ12149
2014NJ12,2014,NEW JERSEY,NJ,12,,False,DON DEZARN,Other,,,,1330,148366,5.7,-14.0,0.009,0.2444,
2014NJ12,2014,NEW JERSEY,NJ,12,,False,JACK FREUDENHEIM,Other,,,,531,148366,5.7,-14.0,0.0036,0.2444,
2014NJ12,2014,NEW JERSEY,NJ,12,,False,KENNETH J CODY,Other,,,,567,148366,5.7,-14.0,0.0038,0.2444,
2014NJ12,2014,NEW JERSEY,NJ,12,,False,STEVEN WELZER,Other,,,,890,148366,5.7,-14.0,0.006,0.2444,
2014NJ2,2014,NEW JERSEY,NJ,2,,False,ALEXANDER H SPANO,Other,,,,663,177148,5.7,-1.0,0.0037,0.2419,
2014NJ2,2014,NEW JERSEY,NJ,2,,False,BAYODE OLABISI,Other,,,,471,177148,5.7,-1.0,0.0027,0.2419,
2014NJ2,2014,NEW JERSEY,NJ,2,,False,COSTANTINO ROZZO,Other,,,,501,177148,5.7,-1.0,0.0028,0.2419,
2014NJ2,2014,NEW JERSEY,NJ,2,,False,FRANK A LOBIONDO,Republican,I,2425939.83,4.94,108875,177148,5.7,-1.0,0.6146,0.2419,H2NJ02037
2014NJ2,2014,NEW JERSEY,NJ,2,,False,GARY STEIN,Other,,,,612,177148,5.7,-1.0,0.0035,0.2419,
